,x1,x2,class
0,0.35361075871619396,0.9762014870796302,1
1,0.47678973659752394,0.6142247914687292,1
2,0.9954760688631265,0.5969873149696105,1
3,0.7792929760038556,0.6809501104640923,1
4,0.8142061930078202,0.7896373173741167,1
5,0.47220585467182,0.8996690048579926,1
6,0.8236979650691711,0.9777048723702613,1
7,0.9853033907144992,0.8671425025746287,1
8,0.7741259242190758,0.5388892780758925,1
9,0.7866282549130146,0.9401129915152621,1
10,0.41480050965968684,0.717185346990475,1
11,0.7488946204132001,0.8868461848220425,1
12,0.5051032643944301,0.77629989511772,1
13,0.3590638246501607,0.42039751794171487,1
14,0.510248322611099,0.8359497808855807,1
15,0.6956503853455095,0.9674389504109835,1
16,0.6979462185703036,0.6541854140554193,1
17,0.44533728753186164,0.8372183737511586,1
18,0.9598121890018887,0.8562471942087005,1
19,0.6753763501880341,0.9299654205280063,1
20,0.8908398102084538,0.3667118653755928,1
21,0.5283802692366717,0.7465830333899119,1
22,0.9643979952046875,0.4087845536836079,1
23,0.6626467531212534,0.570128303364952,1
24,0.453019785000958,0.5399418699359523,1
25,0.9209242813378781,0.5055393669452417,1
26,0.9903217728360049,0.7114120218027165,1
27,0.42945311701675426,0.9168642654675687,1
28,0.39044511745466837,0.7662004990575795,1
29,0.8847758039759422,0.714364393218784,1
30,0.5672704525902641,0.863721092702453,1
31,0.3655706916969304,0.6806920123647872,1
32,0.3570210916977777,0.4310306686785862,1
33,0.9519783244314083,0.5251977414618761,1
34,0.5346494802352638,0.9416806991115367,1
35,0.9371957394434962,0.3558469848593901,1
36,0.4617696073811153,0.6754235440648917,1
37,0.36370400018476795,0.3594217198272755,1
38,0.598400525886672,0.983474823367005,1
39,0.7112305563459661,0.5857256708649217,1
40,0.3624536933789011,0.7251139653854598,1
41,0.5054234171366129,0.39609503469176865,1
42,0.46400563732505495,0.8294208987483278,1
43,0.5004728600079189,0.9196935130495939,1
44,0.8637270853867317,0.6652571949773427,1
45,0.9494965311046035,0.7703271864801834,1
46,0.708594702249084,0.6777402717464565,1
47,0.39790388691337897,0.8990217950266532,1
48,0.9607029397518463,0.6460851905680853,1
49,0.4126375063464358,0.9682858135295372,1
50,0.49118964252043107,0.41476002846009985,1
51,0.5430964278520002,0.37189607535280417,1
52,0.38413840538120664,0.5682247847496169,1
53,0.647282566373926,0.782127104941498,1
54,0.9347755180125299,0.46497736785484567,1
55,0.9868003692389644,0.5532091905518914,1
56,0.7887260617655459,0.8880966196888027,1
57,0.9055692768670366,0.7011316447631228,1
58,0.6161767107804226,0.9535214472049812,1
59,0.6111088138126681,0.37353802879806347,1
60,0.7531164392198348,0.44226600749293843,1
61,0.5572317308114351,0.5997233907791445,1
62,0.6945922229618702,0.4350549750709568,1
63,0.35115558241062367,0.39982720003321687,1
64,0.8020376703997654,0.906854484841994,1
65,0.8383513697703366,0.7259633294410892,1
66,0.6282236826070084,0.672576843636663,1
67,0.6159547555085509,0.588541074250295,1
68,0.8473394098203731,0.8132829832691655,1
69,0.8376290570522669,0.8193128676938486,1
70,0.49015638752527735,0.7498869806636452,1
71,0.9461905703770443,0.858198148901329,1
72,0.6969540440555123,0.9956179328544438,1
73,0.5704075353276028,0.5226271472146067,1
74,0.426954904058639,0.6644735495417675,1
75,0.4597214838613289,0.8988971551868626,1
76,0.49750267145727056,0.3831912615105268,1
77,0.3803536955114146,0.754253762340032,1
78,0.6562029770957997,0.8620419111138374,1
79,0.6862623459965136,0.7357212615767733,1
80,0.5918864352140123,0.982108993742076,1
81,0.7625198798230072,0.846601551718944,1
82,0.6271837542273557,0.5455847435442932,1
83,0.38071000207930583,0.8489157395021956,1
84,0.9469335102861312,0.4661286449957139,1
85,0.8263876427339506,0.8639402127043337,1
86,0.37454318224490923,0.9866508147367548,1
87,0.8388423194312029,0.7414878300289746,1
88,0.9265219161430862,0.568512105277603,1
89,0.962422634446389,0.7810557241894531,1
90,0.41812834070932753,0.4162704524841118,1
91,0.4486869310464291,0.3532465681837926,1
92,0.39746871533915556,0.6322868805208974,1
93,0.3591916004544041,0.9424528018216054,1
94,0.8470710231366706,0.8208917221518397,1
95,0.8963743341906343,0.6252140838119415,1
96,0.3511624182392201,0.4019285445619154,1
97,0.5590467388943213,0.7195799699105068,1
98,0.5921896739691481,0.7689591441152489,1
99,0.8561575600140218,0.5538107670923729,1
100,0.7837307256046557,0.627808326439622,1
101,0.7613892803765192,0.6312364751076766,1
102,0.46275319786880853,0.8209112834733028,1
103,0.442110575707962,0.42593002614143227,1
104,0.6064126781583457,0.7322441249055598,1
105,0.8114257480838925,0.8363015762758355,1
106,0.780525908847651,0.875698171236587,1
107,0.9694768126069635,0.7891268474139672,1
108,0.9346105944083861,0.6519515620436023,1
109,0.6002270923386925,0.7784915125854006,1
110,0.4860090260055318,0.594041857506612,1
111,0.8618187485442006,0.3620485027158285,1
112,0.9306271982943024,0.989008799895797,1
113,0.7162909482201644,0.8506039070824775,1
114,0.973770161394,0.5297354164467283,1
115,0.4494185129636053,0.41171173851710635,1
116,0.4316893472401014,0.3518949704572914,1
117,0.5303936243727229,0.8271406374506336,1
118,0.47046300712686695,0.48656074157820456,1
119,0.8453889458795196,0.782238589083012,1
120,0.42851905333251006,0.4296964946155265,1
121,0.7115539031180295,0.7049265740978321,1
122,0.939564012701453,0.5616947574717625,1
123,0.7058878449427562,0.6608526797033347,1
124,0.4074379347718253,0.3601444739393606,1
125,0.7977164319248571,0.5405162008020561,1
126,0.6676856493410419,0.3791010626366581,1
127,0.8632202982085672,0.5782369554741214,1
128,0.9503945621884228,0.7851270677890805,1
129,0.4153348006936856,0.6643517328256245,1
130,0.9296954469435712,0.8690122404614431,1
131,0.8260953520792866,0.4596875760094881,1
132,0.7331569126260643,0.4524322803899796,1
133,0.5624501952702079,0.9019997780442132,1
134,0.4461324216793403,0.6837251242309321,1
135,0.9094285061302673,0.44867896163947735,1
136,0.5841415611298406,0.8061190981378599,1
137,0.5460745110527776,0.8043963490605026,1
138,0.719361556206532,0.9581674327293984,1
139,0.45378081810058246,0.9391598602968045,1
140,0.4092522158459436,0.5863602663878162,1
141,0.6202153639082888,0.7419991180546055,1
142,0.7024894298531372,0.7758180929081189,1
143,0.6600475931808956,0.9148726837930754,1
144,0.5078896941656244,0.7608500986603858,1
145,0.35921926131672804,0.8401377042179605,1
146,0.6953411153344251,0.3539687637283977,1
147,0.4766738169586038,0.490383495404533,1
148,0.48012628607864083,0.4122288610335175,1
149,0.6219996546264639,0.40082025060286325,1
150,0.6659663077196298,0.9690017563186105,1
151,0.595690437736432,0.7316686080763142,1
152,0.5063536882457943,0.5368051115490801,1
153,0.8769348298806842,0.93943703530357,1
154,0.5096537823968986,0.84098330367624,1
155,0.43783796673556835,0.7665486924491653,1
156,0.7932525161073956,0.44613115271076964,1
157,0.37560448134084023,0.6331282996115264,1
158,0.846914166215756,0.6233684046671603,1
