,x1,x2,class
0,0.899267576001113,0.9481286667871737,1
1,0.6892627905448293,0.7884903610728375,1
2,0.9411264096069374,0.8416538535712561,1
3,0.6709156640563425,0.5026238260883252,1
4,0.5213674013618936,0.6178727514205299,1
5,0.9421765813934464,0.8251963236904583,1
6,0.8991714878074637,0.4830219167604878,1
7,0.45214329533731507,0.4723007648399722,1
8,0.8164750849415257,0.9087105512383172,1
9,0.479607588290517,0.9115866944531344,1
10,0.5544435010248336,0.9028996964002985,1
11,0.7663727654313626,0.4571042403749114,1
12,0.995006234283722,0.8347814686524138,1
13,0.9888098134102705,0.48013811510517,1
14,0.7751189549051849,0.9988395659362654,1
15,0.8163246091814959,0.8435671259343402,1
16,0.9582299438658393,0.6944346054259881,1
17,0.7011360748046849,0.7824585927823274,1
18,0.7292887873704035,0.9873437533388685,1
19,0.8843592521036663,0.6216693552517516,1
20,0.8341487696662331,0.6675847503036979,1
21,0.9336458920257678,0.876024883256624,1
22,0.5409209739237025,0.7496728297066304,1
23,0.9273349661135843,0.5926443260509848,1
24,0.49971848301022087,0.5216995873031746,1
25,0.8412109744378791,0.7849544621654652,1
26,0.7528437197916229,0.8015812612218725,1
27,0.6804803532602335,0.659291477852358,1
28,0.9504315194990758,0.7316378819869456,1
29,0.7807136819352103,0.8254116356019505,1
30,0.5428165242596051,0.5601119274209959,1
31,0.8761185462124063,0.7715475444940614,1
32,0.646258282139104,0.7908395607287724,1
33,0.9392453464535617,0.6058169880043336,1
34,0.7963764756221199,0.7734097355897511,1
35,0.4799293288673833,0.9004416585545436,1
36,0.5099362537632499,0.5753682272486871,1
37,0.5789918397931598,0.9056870737953762,1
38,0.5122295690685653,0.5467243641689082,1
39,0.677815113586336,0.7381754016536377,1
40,0.9407972639613615,0.8389684948807521,1
41,0.5042691439595559,0.6182306014615337,1
42,0.9173812100153813,0.7245822142121942,1
43,0.6990221692907836,0.5483509904798108,1
44,0.5264022088017892,0.9108543139577756,1
45,0.775021098197648,0.7166711068809024,1
46,0.5663276692751015,0.5251145543214375,1
47,0.5709044712089877,0.9748904965608907,1
48,0.6439998573769762,0.5981894082640185,1
49,0.6795958134113054,0.5352120680401765,1
50,0.9336760316877795,0.8381328334275466,1
51,0.9961717019259893,0.8039593991574747,1
52,0.8524014221182538,0.8724491218988416,1
53,0.5104253031815355,0.6737459415246481,1
54,0.5856040647477478,0.5767140127940944,1
55,0.7574542083306626,0.6851283583881607,1
56,0.649218760092812,0.522284252745128,1
57,0.6978439697240983,0.5883390389360403,1
58,0.6273342666587296,0.4677363701444287,1
59,0.6440404015450168,0.48796087322346743,1
60,0.9685977536975201,0.712419545622113,1
61,0.9619120829710406,0.9395572389108412,1
62,0.46345795764794046,0.5155757738912522,1
63,0.5415870228207577,0.7042232127324644,1
64,0.7817471943451438,0.7940666604584252,1
65,0.6797736758767912,0.6780364883058142,1
66,0.9015647527968645,0.47023096519555696,1
67,0.4965884331008487,0.47073691926445926,1
68,0.5104213937262019,0.7132335233465682,1
69,0.7801840717432378,0.9215338402756261,1
70,0.9114089936713489,0.4975480049508941,1
71,0.9842843592715214,0.5987246462197373,1
72,0.740542471308895,0.9387388240087233,1
73,0.8016086928468518,0.9722672039903617,1
74,0.7519437633882937,0.6025820961996174,1
75,0.6575121106073721,0.46674428694194287,1
76,0.8191998339058721,0.6828247643009253,1
77,0.5729494327443159,0.9321051076141702,1
78,0.7121982757013199,0.8518463190349922,1
79,0.8025384648977663,0.9715553670734391,1
80,0.9721493393205138,0.4861013389672534,1
81,0.9204254675305729,0.7837854932872056,1
82,0.5377930971707223,0.7804891098928533,1
83,0.5853494819728826,0.7494469043963132,1
84,0.6484476753589088,0.8362442448895199,1
85,0.5662558256211265,0.9007948904776244,1
86,0.7200604866392311,0.5801439823907987,1
87,0.9640413268129266,0.4635587103791488,1
88,0.7091066120017452,0.6048071811401665,1
89,0.6058642298111554,0.6689636696050507,1
90,0.8255856603112244,0.6948416221161291,1
91,0.6082010345815088,0.942659536337528,1
92,0.9460519807044185,0.9357152406228945,1
93,0.9386904693151462,0.9070606597489812,1
94,0.776604905449705,0.5925831541143072,1
95,0.6133649793217026,0.9056902950251873,1
96,0.7255803068343902,0.9895693905366698,1
97,0.5668402477946108,0.9177241956482776,1
98,0.5068508285052614,0.5496855107179377,1
99,0.8843057727515646,0.4749583279134787,1
100,0.8943441602416254,0.6521209642745825,1
101,0.839734734275906,0.9194521467013579,1
102,0.581857815642917,0.5625520960459293,1
103,0.5610220526553931,0.8898727925640821,1
104,0.7230374475169985,0.5713646016749986,1
105,0.9735963673772332,0.98941482272133,1
106,0.5233436462683426,0.7513468108075801,1
107,0.6657890580249566,0.7076122385704449,1
108,0.6387407756744835,0.6485693703857873,1
109,0.5380792285650882,0.6057587925354071,1
110,0.7827196246996599,0.4911571269881135,1
111,0.8168378428177973,0.9386359455779798,1
112,0.5793617135337277,0.9717761589630727,1
113,0.9212035400642635,0.7120396200614172,1
114,0.6068821553711149,0.4559776317045723,1
115,0.9403100253449448,0.7457122168822695,1
116,0.681158684089872,0.8742327927693122,1
117,0.8362769917111678,0.7227181602771711,1
118,0.5180559113259272,0.6718357824139827,1
119,0.6996584481022523,0.8501797648057658,1
120,0.7500641370935033,0.5768270461879644,1
121,0.5294630685949614,0.4525825184978692,1
122,0.7112150784519553,0.6393257490847797,1
123,0.5013556117801209,0.6933545277631702,1
124,0.8041546983226815,0.7517955229984483,1
125,0.581810017729836,0.8317562802123638,1
126,0.9815231742257999,0.652640620037805,1
127,0.6860755484909511,0.7610843308691573,1
128,0.7739310021574177,0.665490473278692,1
129,0.6439327894025866,0.6949970111695298,1
130,0.793009686480121,0.9947615238841188,1
131,0.758816270367523,0.6368560532360121,1
132,0.8811656943120744,0.7007317637070182,1
133,0.6434346488679522,0.6422967904989542,1
134,0.993433521475686,0.8094455977072204,1
135,0.7004659099901113,0.5969348809231076,1
136,0.5339977263719753,0.4943674391752658,1
137,0.484069509457511,0.9749197557310394,1
138,0.6499521978731105,0.8081336813863739,1
139,0.4697057631456572,0.8029149212884681,1
140,0.9723985577019469,0.8481010860418341,1
141,0.7713417786201552,0.5643906498083282,1
142,0.8499503273946032,0.5705224040137639,1
143,0.5721575606923125,0.6968397980017579,1
144,0.5469122611460981,0.6272604587133795,1
145,0.6628327714288966,0.9950100432044302,1
146,0.7011411153379108,0.7364093277115922,1
147,0.6452409622546473,0.7833753680646771,1
148,0.9252440596294282,0.5413258842999761,1
149,0.6204464082309309,0.5762220580232241,1
150,0.8700425001878205,0.6005413434238344,1
151,0.851295961364406,0.45771533060280845,1
152,0.7745813697872377,0.5462146600885412,1
153,0.9826840543877531,0.7086217235762786,1
154,0.9015100447451172,0.7629728033689223,1
155,0.64666178203597,0.8632799247230758,1
156,0.7117575530803039,0.8307117425405861,1
157,0.49681693216458356,0.6451206450896098,1
158,0.713135901002901,0.941827799126196,1
159,0.6160357805485296,0.9719824670946402,1
160,0.467429183079648,0.9472065627710228,1
161,0.6740870696192742,0.9245808743547809,1
162,0.8701215821653684,0.6327212957216019,1
163,0.9345187590236588,0.6085286492721451,1
164,0.7713345200637931,0.5701588945298847,1
165,0.9245632499887664,0.6503535454163081,1
166,0.9400793217935809,0.9637217053669054,1
167,0.6000501300755572,0.8877390943770298,1
168,0.6342411391893158,0.5724791923344791,1
169,0.8082233607677913,0.9162811972929581,1
170,0.9323540998668656,0.4956860095551003,1
171,0.5778487059488628,0.8437318676660185,1
172,0.6768130300897959,0.7442911516633051,1
173,0.4740849022269943,0.8329930962994765,1
174,0.809276588140416,0.6839759370124272,1
175,0.9142145564589047,0.7527635185162111,1
176,0.9702908830801835,0.9180319262959755,1
177,0.7955052632326636,0.7062008239820956,1
178,0.4775400132065606,0.5565406520313343,1
179,0.9751133349895067,0.8195259013731007,1
180,0.7039308420956296,0.8079578922114732,1
181,0.5599961881882469,0.5626926336345421,1
