,x1,x2,class
0,0.854691329,0.793230117,1
1,0.848763873,0.903197558,1
2,0.472930725,0.371438327,1
3,0.300645892,0.803555912,1
4,0.872885243,0.84342061,1
5,0.432080826,0.558815365,1
6,0.50307285,0.755513425,1
7,0.548775044,0.877882155,1
8,0.353066427,0.386003018,1
9,0.702916365,0.577533946,1
10,0.979019933,0.95730432,1
11,0.388840107,0.305249876,1
12,0.410596954,0.455655639,1
13,0.826272537,0.887582109,1
14,0.326263611,0.332440338,1
15,0.924257186,0.837109727,1
16,0.84765231,0.467118109,1
17,0.338668133,0.482827332,1
18,0.929397368,0.664361388,1
19,0.831222608,0.482207799,1
20,0.632749156,0.399213474,1
21,0.546542788,0.618555169,1
22,0.519460656,0.900807804,1
23,0.66372969,0.757572927,1
24,0.952721521,0.435289801,1
25,0.362723816,0.808140244,1
26,0.923002384,0.467320691,1
27,0.731271942,0.448637212,1
28,0.85681056,0.39071083,1
29,0.543448814,0.865467737,1
30,0.542513358,0.943401656,1
31,0.758059317,0.357507439,1
32,0.57356035,0.427904037,1
33,0.645651289,0.975873742,1
34,0.768798106,0.655444066,1
35,0.596138289,0.956935228,1
36,0.616257279,0.699287656,1
37,0.349443974,0.546403038,1
38,0.385782121,0.651393068,1
39,0.984943899,0.909467237,1
40,0.733925918,0.385511728,1
41,0.465454233,0.578457253,1
42,0.552440286,0.522297172,1
43,0.74014924,0.406848807,1
44,0.619131726,0.797184012,1
45,0.783173807,0.308600968,1
46,0.957042009,0.328754348,1
47,0.546831745,0.858039041,1
48,0.747963679,0.798994509,1
49,0.719046803,0.798070241,1
50,0.514494576,0.607204374,1
51,0.688320128,0.492124068,1
52,0.926395828,0.78476397,1
53,0.618083522,0.948220197,1
54,0.813138967,0.749999168,1
55,0.803884657,0.653620599,1
56,0.986361688,0.565569371,1
57,0.996402813,0.332806489,1
58,0.391706727,0.409445072,1
59,0.757230506,0.778615942,1
60,0.637669022,0.374968575,1
61,0.429563064,0.837894886,1
62,0.370939611,0.325271003,1
63,0.942192183,0.61898933,1
64,0.926091733,0.600762721,1
65,0.995041411,0.780376727,1
66,0.444501028,0.315096096,1
67,0.88850374,0.531287153,1
68,0.401717871,0.605268383,1
69,0.763174549,0.742914359,1
70,0.782459591,0.940503528,1
71,0.551741544,0.885167547,1
72,0.599160636,0.627752916,1
73,0.956456868,0.868176671,1
74,0.769485561,0.426915692,1
75,0.496077321,0.640324081,1
76,0.878106565,0.51691984,1
77,0.382375076,0.944893933,1
78,0.329731426,0.790239123,1
79,0.722654684,0.420716562,1
80,0.831747386,0.829470511,1
